activity_comment,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value,pref_name
,CC[C@H](CCc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL79499,nM,12000.0,uM,12.0,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OCCCc1ccc(-c2ccccc2)cc1,CHEMBL81083,nM,90000.0,uM,90.0,Neuraminidase
,CC(=O)N[C@H]1[C@H](O)C=C(C(=O)O)C[C@@H]1N=C(N)N,CHEMBL312637,nM,100000.0,uM,100.0,Neuraminidase
,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,CHEMBL311205,nM,2000.0,uM,2.0,Neuraminidase
,CCCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,CHEMBL81790,nM,3000.0,uM,3.0,Neuraminidase
,CC[C@@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL2114178,nM,500.0,uM,0.5,Neuraminidase
,CC[C@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL3220445,nM,500.0,uM,0.5,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL81717,nM,500.0,uM,0.5,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC(C)C,CHEMBL3220446,nM,1.0,nM,1.0,Neuraminidase
,CC(=O)N[C@H]1[C@H](OC(C)C)C(C)=C(C(=O)O)C[C@@H]1N,CHEMBL3220447,nM,2300.0,nM,2300.0,Neuraminidase
,CC(=O)N[C@H]1[C@H](OC(C)C)C(F)=C(C(=O)O)C[C@@H]1N,CHEMBL3220710,nM,3.0,nM,3.0,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)[C@H](C)C(C(=O)O)=C[C@H]1OC(C)C,CHEMBL3220711,nM,1500.0,nM,1500.0,Neuraminidase
,CCCC[C@@H](NC(C)=O)[C@@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220712,nM,13.0,uM,0.013,Neuraminidase
,CCCC[C@@H](NC(C)=O)[C@@H]1CC(C(=O)O)C[C@H]1NC(=N)N,CHEMBL3220713,nM,14600.0,uM,14.6,Neuraminidase
,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1C[C@](O)(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220714,nM,4900.0,uM,4.9,Neuraminidase
,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1C[C@@](O)(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220715,nM,2300000.0,uM,2300.0,Neuraminidase
,CCC(CC)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL3220176,nM,22029.26,,4.657,Neuraminidase
,CCN(CC)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL3220177,nM,25003.45,,4.602,Neuraminidase
,CCCN(CCC)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL3220178,nM,32062.69,,4.494,Neuraminidase
,CCN(C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1)C(C)C,CHEMBL3220179,nM,1059.25,,5.975,Neuraminidase
,CC(C)N(C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1)C(C)C,CHEMBL3220180,nM,4008.67,,5.397,Neuraminidase
,CC(C)N(CCO)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL3220181,nM,21037.78,,4.677,Neuraminidase
,CC(C)N(CCCO)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL460871,nM,2103.78,,5.677,Neuraminidase
,CC(C)N(CCCCCO)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL511178,nM,2004.47,,5.698,Neuraminidase
,CC(C)N(CCCC(=O)O)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL3220182,nM,19010.78,,4.721,Neuraminidase
,CC(C)N(CCCCC(=O)O)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL459837,nM,1300.17,,5.886,Neuraminidase
,CC(C)N(CCN)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL3220183,nM,46025.66,,4.337,Neuraminidase
,CC(C)N(CCc1ccccn1)C(=O)N1C[C@@H](N)[C@@H](C(=O)O)C1,CHEMBL459838,nM,1300.17,,5.886,Neuraminidase
,CCN(C(=O)N1C[C@H](C(=O)O)[C@H](NC(=N)N)C1)C(C)C,CHEMBL3220184,nM,13001.7,,4.886,Neuraminidase
,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNC(C)=O)C(C)C,CHEMBL3220185,nM,7516.23,,5.124,Neuraminidase
,CCC(=O)NC[C@H]1[C@@H](C(=O)O)[C@@H](N)CN1C(=O)N(CC)C(C)C,CHEMBL3220186,nM,16032.45,,4.795,Neuraminidase
,C=CC(=O)NC[C@H]1[C@@H](C(=O)O)[C@@H](N)CN1C(=O)N(CC)C(C)C,CHEMBL3220187,nM,96161.23,,4.017,Neuraminidase
,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNC(=O)C(F)(F)F)C(C)C,CHEMBL3220188,nM,280.54,,6.552,Neuraminidase
,CCN(C(=O)N1C[C@H](N)[C@H](C(=O)O)[C@@H]1CNS(C)(=O)=O)C(C)C,CHEMBL3220439,nM,130016.96,,3.886,Neuraminidase
,CCC(CC)NC(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220440,nM,60.12,,7.221,Neuraminidase
,CCC(CC)NC(=O)[C@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220441,nM,25003.45,,4.602,Neuraminidase
,CCN(CC)C(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220442,nM,7.015,,8.154,Neuraminidase
,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220443,nM,43.05,,7.366,Neuraminidase
,CC(=O)N[C@H]1[C@H](O)C=C(C(=O)O)C[C@@H]1N,CHEMBL81159,nM,6309.57,,5.2,Neuraminidase
,CO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL312047,nM,3706.81,,5.431,Neuraminidase
,CCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL309419,nM,2004.47,,5.698,Neuraminidase
,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL54758,nM,180.3,,6.744,Neuraminidase
,CCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL79908,nM,300.61,,6.522,Neuraminidase
,CCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL83932,nM,200.45,,6.698,Neuraminidase
,CCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL82771,nM,150.31,,6.823,Neuraminidase
,CCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL81953,nM,270.4,,6.568,Neuraminidase
,CCCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL81637,nM,180.3,,6.744,Neuraminidase
,CCCCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL418913,nM,210.38,,6.677,Neuraminidase
,CCCCCCCCCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL311274,nM,601.17,,6.221,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OCC(C)C,CHEMBL79524,nM,200.45,,6.698,Neuraminidase
,CCC(C)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL309192,nM,10.0,,8.0,Neuraminidase
,CC[C@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3220444,nM,9.016,,8.045,Neuraminidase
,C=CC[C@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL311288,nM,1.0,,9.0,Neuraminidase
,C=CC[C@@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL81777,nM,3.006,,8.522,Neuraminidase
,CCCCCCC[C@H](CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL310004,nM,1.0,,9.0,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC1CCCCC1,CHEMBL51955,nM,60.12,,7.221,Neuraminidase
,CC[C@@H](CC1CCCCC1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL430814,nM,16.03,,7.795,Neuraminidase
,CC[C@@H](CCC1CCCCC1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL315261,nM,1.0,,9.0,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1Oc1ccccc1,CHEMBL298659,nM,530.88,,6.275,Neuraminidase
,CC[C@@H](Cc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL460452,nM,620.87,,6.207,Neuraminidase
,CC[C@@H](CCc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL81286,nM,0.3006,,9.522,Neuraminidase
,CC[C@H](CCc1ccccc1)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL79499,nM,12.02,,7.92,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OCCCc1ccc(-c2ccccc2)cc1,CHEMBL81083,nM,90.16,,7.045,Neuraminidase
,CC(=O)N[C@H]1[C@H](O)C=C(C(=O)O)C[C@@H]1N=C(N)N,CHEMBL312637,nM,100.0,,7.0,Neuraminidase
,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,CHEMBL311205,nM,2.004,,8.698,Neuraminidase
,CCCCO[C@@H]1C=C(C(=O)O)C[C@H](N=C(N)N)[C@H]1NC(C)=O,CHEMBL81790,nM,3.006,,8.522,Neuraminidase
,CC[C@@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL2114178,nM,0.5,,9.301,Neuraminidase
,CC[C@H](C)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL3220445,nM,0.5,,9.301,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL81717,nM,0.5,,9.301,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC(C)C,CHEMBL3220446,nM,1.0,,9.0,Neuraminidase
,CC(=O)N[C@H]1[C@H](OC(C)C)C(C)=C(C(=O)O)C[C@@H]1N,CHEMBL3220447,nM,2301.44,,5.638,Neuraminidase
,CC(=O)N[C@H]1[C@H](OC(C)C)C(F)=C(C(=O)O)C[C@@H]1N,CHEMBL3220710,nM,3.006,,8.522,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)[C@H](C)C(C(=O)O)=C[C@H]1OC(C)C,CHEMBL3220711,nM,1503.14,,5.823,Neuraminidase
,CCCC[C@@H](NC(C)=O)[C@@H]1CC(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220712,nM,13.0,,7.886,Neuraminidase
,CCCC[C@@H](NC(C)=O)[C@@H]1CC(C(=O)O)C[C@H]1NC(=N)N,CHEMBL3220713,nM,14621.77,,4.835,Neuraminidase
,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1C[C@](O)(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220714,nM,4909.08,,5.309,Neuraminidase
,CCCN(CCC)C(=O)[C@@H](NC(C)=O)[C@H]1C[C@@](O)(C(=O)O)C[C@@H]1NC(=N)N,CHEMBL3220715,nM,2301441.82,,2.638,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,0.2,nM,0.2,Neuraminidase
,CC(=O)N[C@H]1C([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1ccc2ccccc2c1,CHEMBL3238022,nM,20.0,nM,20.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,2.1,nM,2.1,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,0.87,nM,0.87,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238015,nM,1.73,nM,1.73,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238021,nM,3.7,nM,3.7,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,250.0,nM,250.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,1.7,nM,1.7,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238015,nM,4.2,nM,4.2,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238021,nM,43.0,nM,43.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,250.0,nM,250.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,1.32,nM,1.32,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238015,nM,3.6,nM,3.6,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238021,nM,33.0,nM,33.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,330.0,nM,330.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238014,nM,1.9,nM,1.9,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238015,nM,4.0,nM,4.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/O)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,CHEMBL3238021,nM,38.0,nM,38.0,Neuraminidase
,CCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL3263936,nM,6.9,nM,6.9,Neuraminidase
,CCCCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL3263937,nM,2.2,nM,2.2,Neuraminidase
,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2ccccc2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3263938,nM,1.8,nM,1.8,Neuraminidase
,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2c[nH]c3ccccc23)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3263939,nM,1.7,nM,1.7,Neuraminidase
,CCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,CHEMBL3263940,nM,6.7,nM,6.7,Neuraminidase
,CCCCCCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,CHEMBL3263941,nM,4.1,nM,4.1,Neuraminidase
,CCC(CC)O[C@@H]1C=C(P(=O)(O)OCCCc2ccccc2)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL3263942,nM,3.2,nM,3.2,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1C(C)C,CHEMBL3290226,nM,200000.0,uM,200.0,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1,CHEMBL3290225,nM,129470.0,uM,129.47,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Cl)cc1Cl,CHEMBL3290227,nM,119760.0,uM,119.76,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Br)cc1F,CHEMBL3290228,nM,121380.0,uM,121.38,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1Cl,CHEMBL3290229,nM,86870.0,uM,86.87,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(C)cc1,CHEMBL3290230,nM,200000.0,uM,200.0,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1[N+](=O)[O-],CHEMBL3290231,nM,75680.0,uM,75.68,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc([N+](=O)[O-])cc1,CHEMBL3290232,nM,188620.0,uM,188.62,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(OC)c(OC)c1,CHEMBL3290233,nM,200000.0,uM,200.0,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(F)cc1,CHEMBL3290234,nM,144600.0,uM,144.6,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(OC)cc1,CHEMBL3290235,nM,200000.0,uM,200.0,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Cl)cc1,CHEMBL3290236,nM,110020.0,uM,110.02,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(Br)cc1,CHEMBL3290237,nM,124620.0,uM,124.62,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccco1,CHEMBL3290238,nM,200000.0,uM,200.0,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccccc1F,CHEMBL3290239,nM,89040.0,uM,89.04,Neuraminidase
,CCOC(=O)C1C(=O)NC(N)=NC1c1ccc(N(C)C)cc1,CHEMBL3290240,nM,200000.0,uM,200.0,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1C(C)C,CHEMBL3290241,nM,200000.0,uM,200.0,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1,CHEMBL3290242,nM,57530.0,uM,57.53,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Cl)cc1Cl,CHEMBL3290243,nM,28460.0,uM,28.46,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Br)cc1F,CHEMBL3290244,nM,29690.0,uM,29.69,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1Cl,CHEMBL3286435,nM,36670.0,uM,36.67,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(C)cc1,CHEMBL3290245,nM,164520.0,uM,164.52,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1[N+](=O)[O-],CHEMBL3290246,nM,17640.0,uM,17.64,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc([N+](=O)[O-])cc1,CHEMBL3290247,nM,144620.0,uM,144.62,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(OC)c(OC)c1,CHEMBL3290248,nM,200000.0,uM,200.0,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(F)cc1,CHEMBL3290249,nM,96450.0,uM,96.45,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(OC)cc1,CHEMBL3290250,nM,165760.0,uM,165.76,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Cl)cc1,CHEMBL3290251,nM,89640.0,uM,89.64,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(Br)cc1,CHEMBL3290252,nM,71280.0,uM,71.28,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccco1,CHEMBL3290253,nM,200000.0,uM,200.0,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccccc1F,CHEMBL3290254,nM,46460.0,uM,46.46,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(C)=O)=NC1c1ccc(N(C)C)cc1,CHEMBL3290255,nM,138960.0,uM,138.96,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(=O)CC)=NC1c1ccc(Br)cc1,CHEMBL3290256,nM,106340.0,uM,106.34,Neuraminidase
,CCOC(=O)C1C(=O)NC(NC(=O)C(F)(F)F)=NC1c1ccc(Br)cc1,CHEMBL3290257,nM,69840.0,uM,69.84,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.87,uM,0.00087,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NO)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL3342330,nM,200.0,uM,0.2,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NO)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3342331,nM,110.0,uM,0.11,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2cccs2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342456,nM,210.0,uM,0.21,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccccc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3341765,nM,2600.0,uM,2.6,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(C(C)C)cc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342457,nM,2370.0,uM,2.37,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccccc2OC)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342458,nM,490.0,uM,0.49,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(-c3ccccc3)cc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342459,nM,470.0,uM,0.47,Neuraminidase
,CCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342460,nM,5000.0,uM,5.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CC(C)C)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342461,nM,5000.0,uM,5.0,Neuraminidase
,CCCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342462,nM,5000.0,uM,5.0,Neuraminidase
,CCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342463,nM,1480.0,uM,1.48,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CCC(C)C)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342464,nM,5000.0,uM,5.0,Neuraminidase
,CCC(CC)CN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342465,nM,5000.0,uM,5.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CCCc2ccccc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342466,nM,5000.0,uM,5.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,2.8,uM,0.0028,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL81717,nM,6.4,uM,0.0064,Neuraminidase
,CCC(CC)CN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342467,nM,300.0,uM,0.3,Neuraminidase
,CCCCN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342468,nM,2280.0,uM,2.28,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCC(C)C)[C@H]1NC(C)=O,CHEMBL3342469,nM,5000.0,uM,5.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2cccs2)[C@H]1NC(C)=O,CHEMBL3342470,nM,740.0,uM,0.74,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2)[C@H]1NC(C)=O,CHEMBL3342471,nM,2440.0,uM,2.44,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2OC)[C@H]1NC(C)=O,CHEMBL3342472,nM,1640.0,uM,1.64,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2O)[C@H]1NC(C)=O,CHEMBL3342473,nM,5000.0,uM,5.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2Cl)[C@H]1NC(C)=O,CHEMBL3342474,nM,980.0,uM,0.98,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2Br)[C@H]1NC(C)=O,CHEMBL3342475,nM,1150.0,uM,1.15,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2F)[C@H]1NC(C)=O,CHEMBL3342476,nM,2720.0,uM,2.72,Neuraminidase
